judul,isi_laporan,info,link
Orang Gantung Diri,telah terjadi orang gantung diri atas nama Cece umur 70 tahun TKP RT 01/07 dusun Babakan alamat orang tersebut dusun Ciledug RT 03/06 kejadian sekitar pukul 16.00 WIB monitip kejadian bunuh karena mengidap penyakit,,https://www.lapor.go.id/laporan/detil/orang-gantung-diri-202601191158301768798710561
Longsor di Cikalong Segmen Babakan Sukasari Ds Kertamekar Kec Tanjungkerta,"Pada 25 Juli 2025, pukul 16.00 WIB, Bertempat di Cikalong Segmen Babakan Sukasari Ds Kertamekar Kec. Tanjungkerta. Pada saat itu turun hujan dengan intensitas tinggi mengakibatkan debit air di saluran irigasi meningkat dan meluap sehingga TPT irigasi roboh karena tidak kuat menahan debit air dan kondisi TPT sudah tua, selain itu aliran air ke wilayah babakan sukasari dan sukasari tidak dapat teraliri air (Terputus).",  LINGKUNGAN HIDUP DAN PENANGGULANGAN BENCANA |   LAPORAN 31 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/longsor-di-cikalong-segmen-babakan-sukasari-ds-kertamekar-kec-tanjungkerta-202510081447091759909629301
Jalan Desa Mengalami Amblas Dan Belum Mendapat Perbaikan Selama 3–4 Tahun,"Jalan cibenda di desa raharja, kecamatan tanjungsari, rw 01 sudah mengalami kerusakan, dan selama kurang lebih 3–4 tahun hingga saat ini belum pernah dilakukan perbaikan. kondisi jalan semakin memburuk, dengan terjadinya amblas di dua titik.

di lokasi tersebut terdapat selokan di bawah badan jalan, yang menyebabkan struktur tanah menjadi tidak stabil sehingga jalan amblas. kondisi ini dikhawatirkan akan meluas dan menyebabkan seluruh badan jalan ikut amblas apabila tidak segera ditangani.

kerusakan jalan ini sangat mengganggu aktivitas dan keselamatan warga yang melintas setiap hari. oleh karena itu, kami berharap pemerintah terkait dapat segera melakukan peninjauan dan perbaikan agar tidak menimbulkan risiko yang lebih besar di kemudian hari.","  MINGGU, 2025/12/07 |   JALAN BERLUBANG |   LAPORAN 21 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-desa-mengalami-amblas-dan-belum-mendapat-perbaikan-selama-3-4-tahun-202512201137351766205455009
Permintaan informasi terkait dokumen RPJMD,"Hallo kak, apakah dokumen rpjmd tahun ini tidak di publish?",,https://www.lapor.go.id/laporan/detil/permintaan-informasi-terkait-dokumen-rpjmd-202512312300571767196857699
LAMPU PJU MATI,Sudah 2 malam lampu di lingkungan margajaya padam,,https://www.lapor.go.id/laporan/detil/lampu-pju-mati-202510170907011760666821801
Permohonan Penebangan Pohon,"Berdasarkan permohonan dari warga dan adanya kejadian patahnya dahan pohon Yang menimpa rumah warga atas nama Bapak Yono Suryono da Bapak Sutjinta yang Berlokasi di pinggir Sungai Cipeles Lingkungan Talun Tengah RT.04 RW.03 Kelurahan Talun dan menimbulkan kerusakan pada atap rumah, maka dengan ini kami mengajukan Permohonan penebangan pohon yang ada di lokasi sekitar kejadian tersebut guna Mencegah hal-hal yang tidak diinginkan di kemudian hari. Adapun jenis pohon yang Dimaksud adalah pohon Loa.",,https://www.lapor.go.id/laporan/detil/permohonan-penebangan-pohon-202510081433131759908793751
Permintaan Konfirmasi dari Wartawan Media Masa Radar Sumedang ( RS ) an. Tribuana terkait tindaklanjut terhadap warga terdampak bencana longsor di Desa Cisalak Kecamatan Cisarua Kabupaten Sumedang,Minta konfirmasi sampai sejauh mana tindaklanjut dari Pemerintah Kecamatan Cisarua terhadap warga terdampak bencana longsor di Desa Cisalak Kecamatan Cisarua Kabupaten Sumedang.,,https://www.lapor.go.id/laporan/detil/permintaan-konfirmasi-dari-wartawan-media-masa-radar-sumedang-rs-an-tribuana-terkait-tindaklanjut-terhadap-warga-terdampak-bencana-longsor-di-desa-cisalak-kecamatan-cisarua-kabupaten-sumedang-202511071446361762501596473
Peningkatan Perlindungan Anak dan Pemberdayaan Perempuan di Tingkat Desa,"Kami berharap perempuan lebih berdaya, anak-anak lebih terlindungi, dan keluarga menjadi lebih kuat serta sejahtera",,https://www.lapor.go.id/laporan/detil/peningkatan-perlindungan-anak-dan-pemberdayaan-perempuan-di-tingkat-desa-202510131105131760328313223
LONGSOR,Telah terjadi longsor tebing di dusun cikuray desa sukasirnarasa pada tanggal 17 Oktober 2025,,https://www.lapor.go.id/laporan/detil/longsor-202601191216261768799786852
Jalan Provinsi Berlubang,Saya mengalami hampir kecelakaan karena ada lubang di daerah pangeran kornel sumedang. lubang nya dalam. bisa membuat celaka . mohon segera di perbaiki untuk keselamatan bersama. terimakasih,  INFRASTRUKTUR JALAN |   LAPORAN 9 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/jalan-provinsi-berlubang-202511082348441762620524488
Banjir Di Perumahan Ikopin Blok E Rt 06 Rw 04 Desa Sayang Jatinangor,"Mohon bantuan pak donny
perumahan kami sering mengalami kebanjiran pada saat hujan. hal hal yang telah kami upayakan
1. alternatif pembuangan air sudah kami upayakan menggunakan mesin pompa tapi tidak maksimal karena lokasi kami berada di paling ujung sehingga menjadi pembungan terakhir

2. laporan ke rt dan rw sudah kami sampaikan tapi belum ada realisasi karena menunggu anggaran 2026 sedangkan banjir tidak bisa menunggu sampai 2026",  LAINNYA TERKAIT PEKERJAAN UMUM DAN PENATAAN RUANG |   LAPORAN 6 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/banjir-di-perumahan-ikopin-blok-e-rt-06-rw-04-desa-sayang-jatinangor-202510120933291760236409911
"Diskriminasi, Batal Phk, Mitasi Merugikan Karyawan","Yth dinas ketenagakerjaan kabupaten sumedang selatan, saya seorang karyawan arta aboga cemerlang cabang sumedang dengan masa kerja 16 bulan.
saya bermaksud ingin mendapatkan bantuan mengenai masalah ketenagakerjaan yang saya alami.

pada hari sabtu 1 november 2025 saya menerima teguran keras disertai bentakan dengan perkataan tidak menyenangkan dari atasan dikarnakan saya sakit 2 hari tidak masuk kerja tetapi tidak ada surat dokter dikarenakan alasan kendaraan saya disimpan dikantor tidak ada yang mengantar saya untuk berobat, saya sudah memberikan kabar ketidak hadiran saya kepada atasan dan alasan saya tidak diterima padahal jika tidak ada surat keterangan dipotong gaji juga, pada hari itu saya masuk kerja menggunakan angkutan umum dan setelah datang ke kantor malah dimarahi dan dimaki maki dengan perkataan “bangsat” jujur saya tidak terima dengan perkataan tersebut karna selama saya bekerja belum pernah melakukan pencurian aset perusahaan.
selain itu atasan saya juga melontarkan perkataan saya diberhentikan dan disuruh agar berhenti sejak itu juga, pada saat itu banyak rekan yang lain juga melihat saya di marahi dengan perkataan kasar nada tinggi dan perkataan dikeluarkan, dari kejadian tersebut saya berkonsultasi ke pihak hrd namun hrd menyuruh saya masuk seperti biasa akan tetapi atasan saya bersikeras agar saya dikeluarkan.

pada hari senin 3 november 2025 saya diberikan sp sekaligus 3 oleh atasan dengan tanggal yang berbeda beda dan sp 1 diberikan asal dan mengira ngira, jelas hal tersebut tidak sesuai dengan ketentuan ketenagakerjaan, juga tidak diberikan salunan sp sesuai ketentuan harus 3play 1 untuk arsip perusahaan, 1 untuk karyawan dan 1 untuk disnaker.

pada hari selasa 4 november 2025 saya menerima surat panggilan dari hrd untuk hadir ke kantor pusat pada hari rabu.

dan hari rabu 5 november2025 saya memenuhi panggilan hrd datang ke kantor pusat, disana saya ditanyai kenapa saya sampai dipanggil dan saya menjawab karna saya tidak hadir kerja 2jari tidak ada surat keterangan, disana hrd menanyakan tentang niat kerja saya, saya jawab saya niat namun ketika sakit ya saya sakit cuma kendala waktu itu perihal surat, kemudian hrd menyuruh saya untuk membuat surat pernyataan agar saya tidak mengulangi hal tersebut seperti terlambat dan izin harus ada keterangan jelas dan apabila saya melanggar saya harus bersedia mengundurkan diri, karna hrd menjanjikan saya tetap bekerja di cabang sumedang seperti biasanya, saya membuat surat komitmen tersebut.

pada hari kamis 6 november 2025 saya menjelaskan kembali kepada atasan mengenai pemanggilan kemarin namun atasan kekeh tidak mau terima dan tetap ingin saya berhenti, pada hari tersebut juga hrd datang ke sumedang dan saya meminta agar berunding bertiga bersama atasan dan saat itu atasan menerima namun atasan mengelak bahwa bliau memberhentikan saya dan malah menuduh saya ingin keluar sendiri, dengan bukti yang ada saya jelaskan kembali dengan saksi teman se tim mereka diberitahu atasan jika saya dikeluarkan oleh bliau, dan hari iri saya bekerja seperti biasa.

pada hari jumat 7 november 2025 saya masuk seperti biasa namun atasan tidak memberikan tugas kepada saya dan kembali menekankan bahwa saya tidak dianggap dalam tim, dan saya kembali menuruti lata hrd agar masuk seperti biasa menyelesaikan jam kerja normal.

pada senin 10 november 2025 kembali saya masuk seperti biasa dan masih tetap tidak diberikan tugas walaupun pada saat itu tugas dari pihak admin sudah saya tandatangani namun atasan tidak mau acc dan tugan tersebut saya kembalikan kepada admin, hari itu saya kembali melapir kepada hrd namun hrd meminta saya menunggu keputusan selanjutnya, dan di hari berikutnya saya kembali dihubungi hrd dengan tujuan hrd me mutasi atau memindahkan saya ke cabang garut, dari sini saya merasa di diskriminasi karna setelah mengikuti semua proses tudak menemukan titik terang dan malah merugikan saya bebagai pekerja. dan hari ini saya meminta bantuan dari pihak dinas ketenagakerjaan untuk penyelesaian nya, apakah saya phk atau malah resigrn yang dipaksakan oleh perusahaan. selain itu juga ijazah saya masih tersimpan di perusahaan sebagai jaminan.

saya menympan bukti dan arsip catatan saya sesuai kejadian yang saya alami.","  SABTU, 2025/11/01 |   LAINNYA TERKAIT KETENAGAKERJAAN |   LAPORAN 48 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/diskriminasi-batal-phk-mitasi-merugikan-karyawan-202511131309501763014190420
Gelar Terakhir Belum Tercantum pada SK Kenaikan Pangkat Periode Oktober 2025,"Pada dokumen Surat Keputusan (SK) Kenaikan Pangkat periode Oktober 2025, ditemukan bahwa gelar terakhir pegawai yang bersangkutan belum tercantum. Hal ini menyebabkan data pada SK tidak sepenuhnya mencerminkan identitas terbaru pegawai, khususnya terkait perubahan atau penambahan gelar akademik yang telah disahkan sebelumnya. Kondisi ini berpotensi menimbulkan ketidaksesuaian antara data administratif dan dokumen resmi kepegawaian yang bersangkutan.",,https://www.lapor.go.id/laporan/detil/gelar-terakhir-belum-tercantum-pada-sk-kenaikan-pangkat-periode-oktober-2025-202510311427021761895622390
Informasi Kejadian Longsor,Untuk diinformasikan kepada pihak desa dan camat telah terjadi longsor,,https://www.lapor.go.id/laporan/detil/informasi-kejadian-longsor-202604221008491776827329537
"Proses Phk Belum Ditindaklanjuti Oleh Hrd, Ijazah Ditahan, Proses Ditunda Tunda Oleh Hrd Tanpa Keterangan Jelas","Assalamualaikum wr wb
yang terhormat dinas tenaga kerja kabupaten sumedang
yang terhormat bapak dedi mulyadi

terkait laporan saya bulan november 2025 tentang phk dan diskriminasi oleh atasan dan hrd pt arta boga cemerlang cabang sumedang, laporan bulan november 2025 memang sudah diproses oleh dinas ketenagakerjaan kabupaten sumedang dan telah dilakukan ptoses pemanggilan dan klarifikasi dari pihak perusahaan, hasil dari proses tersebut sudah disepakati bersama dan secara lisan di hadapan dinas ketenagakerjaan hrd berjanji akan melakukan proses phk dan memberikan hak-hak karyawan sesuai perundang undangan yang berlaku, namun hingga saat ini masih belum ada tindak lanjut dari hrd sedangkan saya sudah tidak dipekerjakan di perusahaan tersebut sehingga tidak memiliki pemasukan dan mendapatkan gaji tetapi status karyawan saya masih aktif.

selain itu ijazah saya ditahan, ketika saya menanyakan kepada hrd jawabannya sama terus hrd hanya bisa menjawab “baik pak sedang dirpses oleh manager hrd” tetapi sudah hampir 3 bulan tidak ada kejelasan

maka dari itu saya membuat laporan kembali karna permasalahan belum mendapatkan penyelesaian, saya memohon agar bisa dibantu ditengahi kembali terkait pembuatan perjanjian

1. surat perjanjian bersama phk dan pembayaran hak-hak karyawan ( di atas materai)

2. pengembalian ijazah asli

dengan ini saya memohon bantuannya kembali kepada pihak pihak yang berwenang

wassalamualaikum wr wb","  SABTU, 2025/11/01 |   JAMINAN SOSIAL KETENAGAKERJAAN |   LAPORAN 21 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/proses-phk-belum-ditindaklanjuti-oleh-hrd-ijazah-ditahan-proses-ditunda-tunda-oleh-hrd-tanpa-keterangan-jelas-202601020927161767320836263
Keluhan Perbaikan KTP,"Warga Desa Sukamaju sekaligus perangkat BPD Sukamaju mengeluhkan perbaikan KTP yang dinilai kurang tanggap dari pihak terkait, din utarakanm melqalui media sosial facebook.",,https://www.lapor.go.id/laporan/detil/keluhan-perbaikan-ktp-202602020859461769997586653
LAPORAN LONGSOR,"Mohon ijin melaporkan kejadian tanah longsor , Waktu Kejadian : Minggu, 30 November 2025 (sekitar pukul 20.30WIB)Lokasi :Blok Dusun Cilengkrang RT 01 RW 01 Ds Suriamukti dan bukit diatas pemukiman kampung Cibeunteur Kecamatan Surian Kabupaten SumedangDampak :- Jalan menuju akses Desa Suriamukti sepanjang kurang lebih 40 m tertimbun longsoran tanah. - Jalan Desa Suriamukti tidak bisa dilewati roda 4- 2 tiang kabel jalur PLN terbawa dan tertimpa pepohonan. Kondisi Terkini :- jalan dari jingkang menuju Ds Suriamukti belum dapat di lalui kendaraan roda 4,akses jalan masih tertutup material longsoran (tidak ada akses jalan yang lain menuju Ds Suriamukti). - kondisi saat ini listrik masih padam dikarenakan masih dilakukan perbaikan jalur listrik. Kronologi :Akibat dari cuaca extrim berupa hujan deras yang terus menerus sehingga longsoran membawa material tanah batu dan pohon menimpa jaringan listrik tegangan tinggi serta material tanah menutupi akses jalan Jingkang-suriamukti. Tinggi dari mahkota longsoran kurang lebih 30m",,https://www.lapor.go.id/laporan/detil/laporan-longsor-202512031156231764737783555
Laporan awal telah di temukan anak perempuan meninggal dunia di Dusun Maleber Desa Wado Kecamatan Wado Kabupaten Sumedang.,"Korban sedang mandi di pinggir sungai Cimanuk, bersama teman"" nya bertiga, sdri. Temi 13 THN, dan Sdri. Rere 14 tahun, korban mandi terpeleset dan masuk ke tempat yang dalam kurang lebih 2 (dua) Meter, bekas Pabrik Aci, tapi kedua temennya tidak bisa menolong dan tenggelam, selamjutkan kedya temannya lari meminta tolong, sehingga warga setempat bersama aparatur Desa Wado, tiem BPBD, dan anggota Polsek Wado mengecek langsung ke TKP, langsung menghubungi Inafis Polres Sumedang, setelah pemeriksaan dari Inafis Polres Sumedang korban akan di bawa ke Lasem Kab. Indramayu ke rumah Kake nya Sdr. Yaya akan di Semayamkan di Makan TPU Indramayu.",,https://www.lapor.go.id/laporan/detil/laporan-awal-telah-di-temukan-anak-perempuan-meninggal-dunia-di-dusun-maleber-desa-wado-kecamatan-wado-kabupaten-sumedang--202510081526471759912007647
Bencana Tebing Longsor,Pada hari Jum'at tanggal 24 Oktober 2025 Pukul 18.39 Wib Petugas piket Menerima laporan terjadinya bencana tebing longsor berupa material rumpun bambu dengan ketinggian -+15 meter serta Lebar -+5 meter di Dusun Haur koneng RT 01 RW 02 Desa Ciherang.,,https://www.lapor.go.id/laporan/detil/bencana-tebing-longsor-202512191324001766125440399
UNJUK RASA DARI MAHASISWA IKOPIN JATINANGOR DAN UPI SUMEDANG,1. Mendesak DPRD Kabupaten Sumedang untuk mendorong DPR RI mengesahkan RUU Perampasan Aset;2.Mendesak DPRD Kabupaten Sumedang untuk mengutamakan kepentingan dan kesejahteraan masyarakat;3.Mendesak DPRD Kabupaten Sumedang untuk memberikan kebijakan tentang perbaikan infrastruktur di Kabupaten Sumedang;4.Efisiensi Anggaran di DPRD Kabupaten Sumedang untuk mengutamakan kunjungan ke Daerah Pemilihan dibandingkan kunjungan ke luar daerah;5.Perbaikan sarana dan prasarana Pendidikan di Kabupaten Sumedang lebih diutamakan;6.DPRD diharapkan menghimbau Pemerintah daerah untuk memberikan pelayanan yang maksimal terutama di bidang Kesehatan;7.BPJS Kesehatan diharapkan mampu melayani semua keluhan kesehatan/penyakit yang dialami oleh masyarakat,,https://www.lapor.go.id/laporan/detil/unjuk-rasa-dari-mahasiswa-ikopin-jatinangor-dan-upi-sumedang-202510241551561761295916217
orang terlantar,"telah di temukan orang terlantar di daerah dusun pasir desa Rancakalong sekitar pukul 20,00 wib atas nama Muhtar umur 69 tahun alamat Bekasi Timur.",,https://www.lapor.go.id/laporan/detil/orang-terlantar-202602110826561770773216371
Permintaan Informasi mengenai perpajakan yang langsung diarahkan ke Bapenda,Asww...Punteun bde tumarosNgadambel sertifikat bumi &pemutihan PBB aya program gerati?Abdi ningali d IG& tiktokTdi abdi nyobian naros ka kantor kpn saurna cobian ka bapedaMnawi info na,,https://www.lapor.go.id/laporan/detil/permintaan-informasi-mengenai-perpajakan-yang-langsung-diarahkan-ke-bapenda-202512312247231767196043107
Tidak mendapat kuota berobat ke Poli Dalam,"Keluarga pasien a.n Ibu Anah alamat Tanjungsari mengajukan komplain ke HUMAS, bahwa tidak mendapat kuota berobat ke Poli Dalam. Rujukan faskes 1 Puskesmas Tanjungsari",,https://www.lapor.go.id/laporan/detil/tidak-mendapat-kuota-berobat-ke-poli-dalam-202602101113031770696783590
Jalan Ruksak Sudah Belas Tahun,"Jalan Kabupaten
jalan penghubung Desa Cinangsi - Cimarga atos belasan tahun teu acan aya perbaikan jalana tos awon pisan ciga lebak saat komo usum hujan mh",  INFRASTRUKTUR JALAN |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/jalan-ruksak-sudah-belas-tahun-202510221821091761132069610
BENCANA LONGSOR,TELAH TERJADI BENCANA TEBING LONGSOR DI DUSUN HAURKONENG RT 1 RW 2 DESA CIHERANG PADA TANGGAL 24 OKTOBER 2025 PUKUL 18.39 WIB,,https://www.lapor.go.id/laporan/detil/bencana-longsor-202510311059051761883145394
Kebakaran kebun bambu,Telah terjadi kebakaran kebun bambu di dusun popojok desa sukasirnarasa lec. Rancakalong,,https://www.lapor.go.id/laporan/detil/kebakaran-kebun-bambu-202510311331321761892292140
Lampu Penerangan Jalan Padam,"Kel. regol wetan rt/rw 01/11 kec. sumedang selatan, lampu penerangan jalan disini dekat gedung scc mati sudah seminggu jalannya jadi gelap gulita rawan kecelakaan dan kejahatan","  SABTU, 2026/04/18 |   SP4N-LAPOR! |   LAPORAN 8 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/lampu-penerangan-jalan-padam-202604182121091776522069087
Permohonan Dokumen KK,Menanyakan dokuen KK yang sudah pengajuan dan belum keterima,,https://www.lapor.go.id/laporan/detil/permohonan-dokumen-kk-202601192021111768828871513
Pengaduan,Kenapa Adik saya CT Scan di undur ini 2 hari belum ada tindakan apa pun selain di infus keadaan adik saya urgent tidak sadarkan diri,,https://www.lapor.go.id/laporan/detil/pengaduan-202510241033031761276783831
Aduan dari Kolektor PBB tentang SPPT yang belum sampai ke WP,Aduan dari Kolektor PBB tentang SPPT yang belum sampai ke WP Desa Jingkang Kecamatan Tanjungmedar,,https://www.lapor.go.id/laporan/detil/aduan-dari-kolektor-pbb-tentang-sppt-yang-belum-sampai-ke-wp-202509301809231759230563622
Permohonan Pengkajian Ulang Mengenai rencana Revitalisasi Pasar Cimalaka,"Assalamualaikum warrohmatullohi wabarokatuhSemoga Bapak dan keluarga beserta segenap jajaran staff Pemerintah Daerah Kabupaten SumedangBerada dalam lindungan dari Alloh SWT.Pertama-tama izinkan kami memperkenalkan diri, bahwa kami adalah segenap para pedagang PasarDesa Cimalaka yang tergabung dalam satu wadah yang bernama Ikatan Warga Pasar Cimalaka (IKWAPACDYang bertempat kedudukan di Jalan Raya Cimalaka, RT/RW: 001/003, Dusun Pakemitan, Desa Cimalaka,Kecamatan Cimalaka.Sebelumnya perlu kami sampaikan kepada Bapak, bahwa kami sebagai Warga yang tergabung dalamIKWAPACI dipandang perlu untuk memaparkan beberapa hal sebagai berikut mengenai rencana RevitalisasiPasar Cimalaka, diantaranya:Kami sangat menyetujui, mendukung dan memberikan apresiasi terhadap rencana pemerintahan DesaSetempat perihal rencana Revitalisasi Pasar Cimalaka, sebab kelak kemudian hari jika terlaksana akanSangat berpengaruh terhadap perkembangan iklim bisnis di wilayah Desa Cimalaka khususnya paraPedagang yang menempati kios-kios di tempat tersebut, selain bangunan yang tertata rapi, bersih, jugaTentunya menjadi nilai tambah dan akan ter-ekspose secara baik, mengingat Pasar Desa Cimalaka adalahSuatu tempat yang dilalui oleh Jalan Nasional Sumedang-Cirebon, yang tentunya ini akan dapatMeningkatkan volume pembeli yang hendak berbelanja di Pasar Desa Cimalaka.Namun sehubungan dengan rencana Revitalisasi Pasar Cimalaka tersebut, saat ini kami sebagai paraPedagang melihat dan mengkaji beberapa hal yangdianggap telah terjadi kejanggalanterutama dalam prosesPerencanaan awal hingga berjalannya beberapa tahap proses pengerjaan Tempat Penampungan BerjualanSementara (TPBS) yang bertempat di area Alun-Alun Kecamatan Cimalaka, diantaranya sebagai berikut:1.Pernah sorilieBahwa dari mulai direncanakan dan atau pada saat menjadi wacana akan dilakukan Revitalisasi PasarCimalaka, kami selaku warga pasar tidak diberikan sosialisasi terlebih dahulu, mengingat sosialisasiAdalah hal yang sangat penting bagi kami, sosialisasi mana alangkah lebih baiknya dipaparkanTerlebih dahulu perihal rencana hingga aspek-aspek positif atau aspek negatif yang kelak akan terjadiKepada warga pedagang pasar.2. Pernah dilakukan sosialisasi, namun pihak Desa seolah-olah telah menunjuk dan bekerjasama denganPihak ketiga yakni PT. Bangun Bina Persada yang berkantor dan bertempat kedudukan di KotaBekasi, sehingga pada saat kami diundang di Kantor Desa secara tiba-tiba kami diperlihatkan SitePlant dan Gambar Bangunan pasar yang baru, bahkan seketika itu pula langsung dibuka pendaftaranBagi pedagang yang berminat untuk pembelian kios-kios dengan kisaran harga Rp.30.000.000,- (tigaPuluh juta rupiah) per-meter, bahkan dibuka pula pendaftaran secara umum bagi peminat yang berdomisili di luar Desa Cimalaka dan sekitarnya yang selama ini telah menjadi pedagang tetap diPasar Cimalaka, serta secara langsung dumumkan dan disebar kepada seluruh pedagang, tentu iniSangat memberatkan bagi kami.3. Telah diterbitkannya Barita Acara yang memuat perihal harga kios dengan ketentuan sebesarRp.15.000.000,- (lima belas juta rupiah) per-meter persegi, hemat kami Berita Acara tersebut tidakBisa dijadikan landasan, sebab pada saat itu hanya dihadiri oleh 9 (sembilan) orang warga pegadang pasar yang hadir di Ruang Rapat Kantor Desa Cimalaka, sehingga tidak dapat memenuhi kuorum dalam menentukan suatu keputusan.",,https://www.lapor.go.id/laporan/detil/permohonan-pengkajian-ulang-mengenai-rencana-revitalisasi-pasar-cimalaka-202511190959591763521199079
Sarana Prasarana,Pemakaian Ac dan Penambahan kipas angin karena ruangan cukup rerasa panas,,https://www.lapor.go.id/laporan/detil/sarana-prasarana-202512021102251764648145724
Revisi Pembuatan Kartu Keluarga karena tidak sesuai dengan perohonan,Penerima layanan memberikan keterangan bahwa Kartu Keluarga yang dimohon nya tidak sesuai dengan permohonan yang dibuatnya,,https://www.lapor.go.id/laporan/detil/revisi-pembuatan-kartu-keluarga-karena-tidak-sesuai-dengan-perohonan-202509301745201759229120094
tebing longsor,"tebing longsor di dusun Cikondang desa sukamaju tebing sekitar 50 meter menimpa jalan provinsi Subang -sumedang tidak ada korban jiwa kejadian pukul 08,00 wib",,https://www.lapor.go.id/laporan/detil/tebing-longsor-202604140840521776130852986
Keluhan Hewan Peliharaan,"Spid maaf mau melaporkan keluhan masalah kucing punya orang lain yg di biarkan berkeliaran ke rumah orang dan selalu buang kotoran di rumah kami, padahal yg punya nya jg sepertinya tau itu cuma di biarkan saja.kami dan orang lain juga ga bisa menegur krn namanya di kampung suka ga terima. kami sangat di repotkan yg setiap kali hrs membersihkannya. 1, di repotkan 2.najis 3. bakteri, kotor dan bau 5. yg punya rumah kondisi lagi sakit kronis dan usia lanjut, maaf kami melaporkan ini krn kasian. mohon untuk di tindak lanjuti, mohon maaf jika brtanya yg punya kucing nya siapa mgkn kita tidak tau krn ada bbrapa yg punya kucing dan pada saat buang kotoran tidak ketauan. alamat: klrg bp idi rt.13 rw. 4 no. 17 dusun, pasireungit landeuh desa, pasireungit kec. paseh smdg","  RABU, 2025/11/26 |   LAINNYA TERKAIT KETENTERAMAN, KETERTIBAN UMUM, DAN PELINDUNGAN MASYARAKAT |   LAPORAN 3 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/keluhan-hewan-peliharaan-202512011316141764569774402
PJU di kelurahan situ depan SD Cilengkrang,Lampu mati 1 titik tolong segera diperbaiki karena bisa membahayakan pengguna jalan,,https://www.lapor.go.id/laporan/detil/pju-di-kelurahan-situ-depan-sd-cilengkrang-202509301011551759201915672
Permintaan informasi terkait lowongan pekerjaan,Ijin bertanya pak/bu kalau yang belum memiliki pengalaman sebagai spams dan pemberdayaan apakah bisa mendaftar atau tidak? Terimakasih pak/bu,,https://www.lapor.go.id/laporan/detil/permintaan-informasi-terkait-lowongan-pekerjaan-202512312257241767196644305
Aplikasi Sumedang tidak bisa di Install,"Aplikasinya tidak bisa di install , keterangannya mengatakan bahwa aplikasi ini tidak tersedia untuk perangkat anda karena dibuat versi android yang lebih lama , sedangkan punya ku menggunakan unit Xiaomi 17 pro Max yang dikendarai dengan OS android 16 , Hyperos 3 dan juga dibekali chipset Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm) hufft sayang sekali",,https://www.lapor.go.id/laporan/detil/aplikasi-sumedang-tidak-bisa-di-install-202512291304291766988269848
Bencana Alam,Pada hari Jumat tanggal 17 Oktober Pukul 19'00 Wib Menerima laporan longsor dan pohon tumbang di beberapa wilayah kec Sumedang Selatan.,,https://www.lapor.go.id/laporan/detil/bencana-alam-202510311144011761885841643
Laporan awal telah di temukan anak perempuan meninggal dunia di Dusun Maleber Desa Wado Kecamatan Wado Kabupaten Sumedang.,"Korban sedang mandi di pinggir sungai Cimanuk, bersama teman"" nya bertiga, sdri. Temi 13 THN, dan Sdri. Rere 14 tahun, korban mandi terpeleset dan masuk ke tempat yang dalam kurang lebih 2 (dua) Meter, bekas Pabrik Aci, tapi kedua temennya tidak bisa menolong dan tenggelam, selamjutkan kedya temannya lari meminta tolong, sehingga warga setempat bersama aparatur Desa Wado, tiem BPBD, dan anggota Polsek Wado mengecek langsung ke TKP, langsung menghubungi Inafis Polres Sumedang, setelah pemeriksaan dari Inafis Polres Sumedang korban akan di bawa ke Lasem Kab. Indramayu ke rumah Kake nya Sdr. Yaya akan di Semayamkan di Makan TPU Indramayu.",,https://www.lapor.go.id/laporan/detil/laporan-awal-telah-di-temukan-anak-perempuan-meninggal-dunia-di-dusun-maleber-desa-wado-kecamatan-wado-kabupaten-sumedang--202510081535161759912516919
"Jalan Rusak di Cilangkap Desa Sukajadi, Kec. Wado",Jalan Rusak di daerah cilangkap desa sukajadi Kec. Wado yang sedang ada proyek . Akibat jalan rusak takutnya terjadi kecelakaan lalulintas. Serta lampu penerangan jalan di sekitar jalan tersebut mati/gelap. Mohon ditindaklanjuti,,https://www.lapor.go.id/laporan/detil/jalan-rusak-di-cilangkap-desa-sukajadi-kec-wado-202510151109261760501366911
Informasi Penyaluran Bantuan Benih Ikan,Apakah ada bantuan benih ikan untuk orang sumedang berusaha di kota lain!,,https://www.lapor.go.id/laporan/detil/informasi-penyaluran-bantuan-benih-ikan-202604061151571775451117843
